Index,Title,Description,Area of News,positive,neutral,negative,intensity
0,"भास्कर एक्सक्लूसिवकोलकाता रेप-मर्डर केस…आरोपी की वकील बोलीं- वो कुछ छिपा रहा: CCTV फुटेज गुनाह का पक्का सबूत नहीं, CBI सपोर्ट नहीं कर रही",nan,,0.0511227026581764,0.8094298243522644,0.1394474953413009,-0.09
1,"भास्कर एक्सक्लूसिवकोलकाता रेप-मर्डर केस…आरोपी की वकील बोलीं- वो कुछ छिपा रहा: CCTV फुटेज गुनाह का पक्का सबूत नहीं, CBI सपोर्ट नहीं कर रही",nan,,0.0511227026581764,0.8094298243522644,0.1394474953413009,-0.09
2,"केदारनाथ में एयरलिफ्ट किया जा रहा हेलिकॉप्टर गिरा: दूसरे हेलिकॉप्टर से लटकाया गया था, हवा में बैलेंस बिगड़ा तो पायलट ने ड्रॉप कर दिया",nan,,0.0559562519192695,0.784838855266571,0.15920490026474,-0.1
3,"केदारनाथ में एयरलिफ्ट किया जा रहा हेलिकॉप्टर गिरा: दूसरे हेलिकॉप्टर से लटकाया गया था, हवा में बैलेंस बिगड़ा तो पायलट ने ड्रॉप कर दिया",nan,,0.0559562519192695,0.784838855266571,0.15920490026474,-0.1
4,"भास्कर एक्सप्लेनर- मौलवी के पास शादी का रजिस्ट्रेशन जरूरी नहीं: असम का नया मुस्लिम मैरिज बिल क्या है, जिसका विरोध कर रहा मुस्लिम समुदाय",nan,,0.0532315745949745,0.8013068437576294,0.1454616636037826,-0.09
5,"भास्कर एक्सप्लेनर- मौलवी के पास शादी का रजिस्ट्रेशन जरूरी नहीं: असम का नया मुस्लिम मैरिज बिल क्या है, जिसका विरोध कर रहा मुस्लिम समुदाय",nan,,0.0532315745949745,0.8013068437576294,0.1454616636037826,-0.09
6,"कंगना बोलीं- मेरी फिल्म इमरजेंसी पर रोक: 6 सितंबर को रिलीज होनी थी; एक्ट्रेस बोलीं- सर्टिफिकेट नहीं मिला, सेंसर बोर्ड वालों को धमकियां मिल रहीं",nan,,0.053042497485876,0.8379794359207153,0.1089780703186988,-0.06
7,"देश का मानसून ट्रैकर: गुजरात में बाढ़, मानसून सीजन में औसत से 50% ज्यादा बारिश; हिमाचल में लैंडस्लाइड से 40 सड़कें बंद",nan,,0.0495958514511585,0.7956693172454834,0.1547347605228424,-0.11
8,"ममता के दूसरे लेटर पर केंद्र का जवाब: रेप मामलों में फांसी का प्रावधान पहले से है, ममता ने कड़े कानून बनाने की मांग की थी",nan,,0.0568087771534919,0.7987889647483826,0.1444022357463836,-0.09
9,"स्पॉटलाइट- मोहम्मद बिन सलमान की कहानी: सऊदी क्राउन प्रिंस जिसने परिवार के लोगों को आलीशान होटल में कैद कर ‘टॉर्चर किया’, चर्चित किस्से",nan,,0.0507741570472717,0.7996469736099243,0.1495787799358368,-0.1
10,"एक्ट्रेस जिसने हथौड़े से बॉयफ्रेंड का सिर फोड़ा: पति के सामने ही प्रेमी की हत्या कर दी, अगले दिन खुद पुलिस स्टेशन पहुंची",nan,,0.0522014312446117,0.8205536603927612,0.1272448450326919,-0.08
